﻿BattleFieldInfo_M2349-2主角心魔-道,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2349-2主角+公孙心魔-道,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2349-2主角+公孙心魔-道+援助,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2354-2主角心魔-佛,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2354-2主角+公孙心魔-佛,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2354-2主角+公孙心魔-佛+援助,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2350-2主角心魔-儒,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2350-2主角+公孙心魔-儒,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2350-2主角+公孙心魔-儒+援助,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2353-2主角心魔-剑,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldInfo_M2353-2主角+公孙心魔-剑,"<#61C3C8>{PlayerName}</color> join the battle, up to 6 people can be deployed.","<#61C3C8>{PlayerName}</color> เข้าร่วมการต่อสู้, เลือกลงได้สูงสุด 6 ตัวละคร"
BattleFieldWin_M2349-2主角心魔-道,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2349-2主角+公孙心魔-道,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2349-2主角+公孙心魔-道+援助,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2354-2主角心魔-佛,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2354-2主角+公孙心魔-佛,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2354-2主角+公孙心魔-佛+援助,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2350-2主角心魔-儒,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2350-2主角+公孙心魔-儒,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2350-2主角+公孙心魔-儒+援助,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2353-2主角心魔-剑,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldWin_M2353-2主角+公孙心魔-剑,Defeat <#61C3C8>all inner demons</color>.,เอาชนะ <#61C3C8> จิตมารในใจทั้งมวล </color>
BattleFieldFail_M2349-2主角心魔-道,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2349-2主角+公孙心魔-道,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2349-2主角+公孙心魔-道+援助,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2354-2主角心魔-佛,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2354-2主角+公孙心魔-佛,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2354-2主角+公孙心魔-佛+援助,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2350-2主角心魔-儒,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2350-2主角+公孙心魔-儒,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2350-2主角+公孙心魔-儒+援助,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2353-2主角心魔-剑,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldFail_M2353-2主角+公孙心魔-剑,<#61C3C8>All of our members</color> are defeated.,<#61C3C8>สมาชิกของเราทั้งหมด</color> พ่ายแพ้
BattleFieldInfo_M2341-9陆沉轩vs金点算,Only <#61C3C8>Shen Chenxuan</color> can participate in the battle.,เฉพาะ <#61C3C8>ลู่เฉินซวน</color> เท่านั้น ที่เข้าร่วมการต่อสู้ได้
BattleFieldWin_M2341-9陆沉轩vs金点算,Defeat <#61C3C8>Golden Tip Accountant</color>.,เอาชนะ <#61C3C8>จินเตี้ยนซ่วน</color>
BattleFieldFail_M2341-9陆沉轩vs金点算,<#61C3C8>Shen Chenxuan</color> has been defeated.,<#61C3C8>ลู่เฉินซวน</color> พ่ายแพ้
BattleFieldInfo_M2341-9陆沉轩vs王自行,Only <#61C3C8>Shen Chenxuan</color> can participate in the battle.,เฉพาะ <#61C3C8>ลู่เฉินซวน</color> เท่านั้น ที่เข้าร่วมการต่อสู้ได้
BattleFieldWin_M2341-9陆沉轩vs王自行,Defeat <#61C3C8>Wang Zixing</color>.,เอาชนะ <#61C3C8>หวังจื้อสิง</color>
BattleFieldFail_M2341-9陆沉轩vs王自行,<#61C3C8>Shen Chenxuan</color> has been defeated.,<#61C3C8>ลู่เฉินซวน</color> พ่ายแพ้
BattleFieldInfo_M2341-9王自行vs金点算,Only <#61C3C8>Wang Zixing</color> can participate in the battle.,เฉพาะ <#61C3C8>หวังจื้อสิง</color> เท่านั้น ที่เข้าร่วมการต่อสู้ได้
BattleFieldWin_M2341-9王自行vs金点算,Defeat <#61C3C8>Golden Tip Accountant</color>.,เอาชนะ <#61C3C8>จินเตี้ยนซ่วน</color>
BattleFieldFail_M2341-9王自行vs金点算,<#61C3C8>Wang Zixing</color> has been defeated.,<#61C3C8>หวังจื้อสิง</color>พ่ายแพ้
M2340-1_1_1,"Finally here, is this Penglai Island? The island is lush with vegetation, high mountains and deep forests, truly a blessed land.",ในที่สุดก็ถึงเสียที นี่คือเกาะเผิงไหล? เกาะที่ปกคลุมไปด้วยพฤกษานานาพันธุ์ มีขุนเขาสูงตระหง่านและป่าอันน่าพิศวง สมกับเป็นแดนศักดิ์สิทธิ์โดยแท้!
M2340-1_1_2,"The Penglai Sect is holding a Washing Hands in the Golden Basin ceremony here, attracting so many Vagabonds...",สำนักเผิงไหลกำลังจัดพิธีล้างมือในอ่างทองคำที่นี่ จึงดึงดูดเหล่าชาวยุทธมากมายมารวมตัวกันอย่างไม่ขาดสาย...
