﻿M2341-0_name,Washing Hands in the Golden Basin,ล้างมือจากยุทธภพ
M2341-0_overview1,"Investigate on Penglai Island, looking for traces of Blood Rakshasa.\nWhen you get clues, they will be recorded in ""Rumors"".","สืบหาความลับบนเกาะเผิงไหล ตามหาร่องรอยของรากษสโลหิต\nเมื่อได้เบาะแส ข้อมูลจะถูกบันทึกไว้ใน ""ข่าวลือ"""
M2341-0_overview2,"Complete Gongsun Hui's request, help him comprehend the contents of the four martial tombs: Confucianism, Taoism, Buddhism, and Swordsmanship.",ทำตามคำขอของกงซุนฮุ่ย ช่วยให้เขาเข้าใจแก่นแท้แห่งขงจื๊อ เต๋า พุทธ และกระบี่ ในสุสานยุทธ์ทั้งสี่
M2341-0_overview3,Go to the Martial Tomb of Demons.,มุ่งหน้าสู่สุสานมาร
M2341-0_overview4,Run away from the Martial Tomb.,ออกจากสุสานยุทธ์
M2341-0_overview5,"Blood Rakshasa is returning, go to the main hall, face Blood Rakshasa.",รากษสโลหิตหวนคืน ไปที่ห้องโถงหลัก เผชิญหน้ากับรากษสโลหิต
M2341-0_overview6,"Blood Rakshasa is dead, but Gongsun Hui has become a bigger threat, go find Gongsun Hui.",รากษสโลหิตตายแล้ว แต่กงซุนฮุ่ยกลับกลายเป็นภัยที่ยิ่งใหญ่กว่า ไปตามหากงซุนฮุ่ย
M2341-0_overview7,Re-understand the true Martial Tomb.,ทำความเข้าใจแก่นแท้ของสุสานยุทธ์อีกครั้ง
M2341-0_overview8,"Enter the Martial Tomb of Demons, face Gongsun Hui.",ก้าวเข้าสู่สุสานมาร เผชิญหน้ากับกงซุนฮุ่ยโดยตรง
M2342-9_name,Endless White Clouds,เมฆาขาวทอดยาวไร้สิ้นสุด
M2342-9_overview1,"If you wish to retire from the Martial World, contemplate in the main house of your homeland.",หากคิดจะวางมือจากยุทธภพ จงนั่งลงยังที่นั่งหลักในตัวบ้านของตัวเอง พิจารณาชะตาชีวิตของตน
