﻿NpcMumble_长春子弱对白,"The Tao gives birth to One, One gives birth to Two, Two gives birth to Three, Three gives birth to all things.|The Tao that can be spoken is not the eternal Tao.|We, the disciples of the Taoist Sect, should save the world.|Junior brother, be serious!|Don't slack off in learning.|Hold it steady.",เต๋าให้กำเนิดหนึ่ง หนึ่งให้กำเนิดสอง สองให้กำเนิดสาม สามให้กำเนิดทุกสิ่ง|เต๋าที่พูดถึงนั้นไม่ใช่เต๋านิรันดร์|พวกเราซึ่งเป็นศิษย์สำนักเต๋าควรกอบกู้โลก|ศิษย์น้อง ข้าจริงจังนะ!|อย่าหย่อนยานกับการฝึกฝนของเจ้า|ตั้งมั่นไว้
NpcMumble_长春子霖安城弱对白,"Uncle Master, where did he go again...|Uncle Master, don't cause any more trouble...|Uncle Master, Uncle Master! Where are you?|Where can I get Monkey wine in Lin'an City...|At this critical moment, where did Uncle Master go...",อาจารย์อาไปไหนอีกแล้ว...|อาจารย์อา อย่าก่อปัญหาอีกเลย...|อาจารย์อา อาจารย์อา! ท่านอยู่ไหน?|ข้าจะหาสุราวานรได้ที่ไหนในเมืองหลินอัน...|ยามหน้าสิ่วหน้าขวานเช่นนี้ อาจารย์อาไปอยู่ที่ไหน..
NpcMumble_长春子霖安城找回邋遢张弱对白,"Uncle Master, please don't run away again.|Uncle Master, think about us too...|I want to go back to the mountain...|We can't let Uncle Master run away again.",อาจารย์อาท่านอย่าหนีไปไหนอีกนะ|อาจารย์อาคำนึงถึงพวกเราด้วย...|ข้าอยากกลับเขาแล้ว...|พวกเราจะไม่ปล่อยให้อาจารย์อาหนีไปไหนอีกแล้ว
NpcMumble_长春子完颜亮弱对白,"Taoist Sect doesn't welcome you, please run away.|Our sword formation is a secret, how can we let you see it?|We don't welcome people from Yan country, please leave.",สำนักเต๋าไม่ต้อนรับเจ้า รีบออกไปเสียเถิด|ค่ายกลกระบี่ของเราถือเป็นความลับ เราจะให้เจ้าดูได้อย่างไร|เราไม่ต้อนรับผู้คนจากแคว้นเยี่ยน กรุณาออกไปซะ
NpcMumble_苗木黎弱对白,"Damn Central Plains people...|Sooner or later, we will counterattack the Central Plains!|Let those women know the power of our Jiuli!|Wait until my poison skill is complete...|The God of Jiuli needs the blood of a virgin for sacrifice...|Damn that Fu Yaoqin...|Those women are always against me...",เวรเอ้ย พวกที่ราบภาคกลาง...|ไม่ช้าก็เร็ว เราจะตอบโต้ที่ราบภาคกลาง!|ให้นังพวกนั้นรู้ว่าพวกเราจิ่วหลี่แข็งแกร่งแค่ไหน!|รอจนกว่าทักษะพิษของข้าจะเสร็จสมบูรณ์...|เทพเจ้าจิ่วหลี่ต้องการเลือดของสาวพรหมจารีเป็นเครื่องสังเวย...|ให้ตายเถอะ ฟู่ เหยาชิน...|นังพวกนั้นมักจะต่อต้านข้า...
NpcMumble_苗木黎妙音坊灭门弱对白,"Those who oppose me have only one way to die!|Finally, those women...|Hahaha, now you know how powerful I am!|Fu, you dare to look down on me!|Finally, no one is my enemy!|The poison skill of Jiuli is invincible in the world!|Hahaha...ha...",คนที่กล้าต่อต้านข้าต้องตายสถานเดียว!|สุดท้ายแล้วนังพวกนั้น...|ฮ่าฮ่าฮ่า ตอนนี้เจ้าก็รู้แล้วว่าข้าแข็งแกร่งแค่ไหน!|ฟู่ เจ้ากล้าดูถูกข้า!|สุดท้ายก็ไม่มีใครสู้ข้าได้!|ทักษะพิษของ จิ่วหลี่ นั้นไร้เทียมทาน!|ฮ่าฮ่าฮ่า...ฮ่า...
NpcMumble_苗木黎镇西关灭门弱对白,"West Border Patrol is seriously injured, my chance has come!|No one can stop me from returning to the Central Plains!",ด่านชายแดนตะวันตกได้รับความเสียหายอย่างหนัก โอกาสของข้ามาถึงแล้ว! ไม่มีใครสามารถหยุดข้าไม่ให้กลับไปยังจงหยวนได้!|
NpcMumble_洪小七弱对白,"I'm hungry...|I really want to have a big meal.|The cooking skills of Boss Hua are really good.|Whoever can feed me, I'll recognize him as the boss!",ข้าหิวแล้ว...|ข้าอยากกินอาหารมื้อใหญ่|ฝีมือทำอาหารของเถ้าแก่เนี้ยฮวานั้นเยี่ยมจริง ๆ|ใครก็ตามที่เลี้ยงข้าวข้าได้ ข้าจะนับถือเป็นลูกพี่!
NpcMumble_洪小七楚襄城弱对白,……|I didn't expect to come back here...|Dad...,……|ข้าไม่คิดว่าจะได้กลับมาที่นี่อีก...|ท่านพ่อ...
NpcMumble_任中横弱对白,"Everything the sect leader says is right!|I only follow the sect leader's orders!|Cold Skin Gang is bound to self-destruct sooner or later!|Cold Skin Gang, those flies are really annoying."
NpcMumble_苗彩蝶弱对白,"Butterfly wants to see the scenery of the Central Plains!|Brother always gives Caidie difficult problems.|When can Butterfly go out to play.|Brother says that all the women in Melody House are bad.|Brother has been studying ""blood sacrifice"" recently...|Playing the flute is so difficult...|La la la, the new Gu worm has grown~","ไฉ่ตี้ต้องการเห็นทิวทัศน์ของดินแดนจงหยวน!|ท่านพี่มักสร้างเรื่องยุ่งยากให้ไฉ่ตี้อยู่เสมอ|เมื่อไหร่เจ้าผีเสื้อจะได้ออกไปโบยบินนะ|ท่านพี่บอกว่าสตรีทุกนางในตำหนักบทเพลงล้วนมิใช่คนดี|ช่วงนี้ท่านพี่กำลังศึกษาเรื่อง ""การบูชายันต์เลือด""...|การเป่าขลุ่ยนี่ยากเหมือนกันนะ... |ลา ลา ลา เจ้าหนอนกู่ตัวใหม่โตขึ้นแล้ว~"
